"id","card_id","card_name","card_image","set_name","set_id","rarity","card_number","card_type","game_text","flavor_text","twilight","strength","vitality","kind","resistance","culture","home_site","created_at","subtype","type"
"4592","13RF1","•Celeborn, The Wise","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f01.jpg","13","13","RF","1","Companion Elf","While the fellowship is at a forest site, each Elf who has resistance 7 or more gains muster . Each time the fellowship moves during the regroup phase , you may take an Elven event into hand from your discard pile .","","2","6","3","Free People","7","Elven","","2025-03-13 13:33:00.888986","Elf","Companion"
"4593","13RF2","•Galadriel, Sorceress of the Hidden Land","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f02.jpg","13","13","RF","2","Companion Elf","To play, spot 3 Elves. Each time the fellowship moves during the regroup phase , you may reveal a card from the top of your draw deck for each forest on the adventure path to heal an Elf for each Elven card revealed.","","0","3","3","Free People","7","Elven","","2025-03-13 13:33:01.319774","Elf","Companion"
"2196","1C269","Orc Scimitar","https://lotrtcgwiki.com/wiki/_media/cards:lotr01269.jpg","1","1","C","269","Possession    Hand Weapon","Bearer must be a Sauron Orc. Skirmish Remove 1 to make bearer strength 1 limit 3.","An Orc'sweaponreflects his passion for war and cruelty.","1","2","null","Shadow","null","Sauron","","2025-03-13 13:14:31.325206","Hand Weapon","Possession"
"4594","13RF3","•Legolas, Of the Grey Company","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f03.jpg","13","13","RF","3","Companion Elf","Archer . At the start of each archery phase , you may reveal the top card of your draw deck . If it is an Elven card, wound a minion .","","2","6","3","Free People","6","Elven","","2025-03-13 13:33:01.94296","Elf","Companion"
"4596","13RF5","•Pallando, Far-travelling One","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f05.jpg","13","13","RF","5","Follower","Aid  2 . Each time you transfer this to a companion , except a Gandalf companion , exert bearer twice. Each time bearer wins a skirmish , you may discard a condition from play.","","2","1","null","Free People","null","Gandalf","","2025-03-13 13:33:03.386763","null","Follower"
"4553","13C157","Westfarthing Businessman","https://lotrtcgwiki.com/wiki/_media/cards:lotr13157.jpg","13","13","C","157","Companion Hobbit","This companion is strength 1 for each Shire card that has a culture token on it.","","2","3","3","Free People","7","Shire","","2025-03-13 13:32:39.420725","Hobbit","Companion"
"4598","13RF7","•Aragorn, Isildur's Heir","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f07.jpg","13","13","RF","7","Companion Man","Aragorn is strength 1 for each Gondor card that has a culture token on it. At the start of each assignment phase, you may exert Aragorn to make an unbound companion that has resistance 7 or more defender 1 until the regroup phase .","","4","8","4","Free People","8","Gondor","","2025-03-13 13:33:04.342232","Man","Companion"
"4599","13RF8","•Denethor, Last Ruling Steward","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f08.jpg","13","13","RF","8","Companion Man","Denethor is resistance 1 for each Gondor possession in your discard pile . Maneuver Spot a Gondor possession borne by a companion and remove that possession from the game to exert a minion twice.","","3","7","3","Free People","5","Gondor","","2025-03-13 13:33:04.867887","Man","Companion"
"4597","13RF6","•Deagol, Fateful Finder","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f06.jpg","13","13","RF","6","Follower","To play, spot Smeagol. Aid  Add a burden . Skirmish If bearer is not assigned to a skirmish , discard this from play to play an artifact or possession from your draw deck on bearer.","","0","null","null","Free People","1","Gollum","","2025-03-13 13:33:03.967985","null","Follower"
"1912","0W13","•Sam, Lover of Trees","https://lotrtcgwiki.com/wiki/_media/cards:lotr00w13.jpg","0","0","W","13","Companion Hobbit","Triumph  At the start of the fellowship phase remove 3 burdens . Response If Frodo dies, make Sam the Ringbearer  Resistance 5.","","2","3","4","Free People","6","Shire","","2025-03-13 13:12:42.75817","Hobbit","Companion"
"4603","13RF12","•Eomer, Heir to Meduseld","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f12.jpg","13","13","RF","12","Companion Man","While Eomer bears a mount , he is damage 1 . While no other companion is assigned to a skirmish , Eomer is strength 1 for each other Rohan companion you can spot.","","3","7","3","Free People","7","Rohan","","2025-03-13 13:33:07.708283","Man","Companion"
"2204","1C277","Shadow's Reach","https://lotrtcgwiki.com/wiki/_media/cards:lotr01277.jpg","1","1","C","277","Event ","Shadow Exert a Sauron Orc to discard a Free Peoples condition .","'Is it secret? Is it safe?'","1","null","null","Shadow","null","Sauron","","2025-03-13 13:14:34.104466","","Event"
"3372","7U175","Corrupt","https://lotrtcgwiki.com/wiki/_media/cards:lotr07175.jpg","7","7","U","175","Event Skirmish","Make a Nazgul strength 1 for each Free Peoples culture you spot.","","1","null","null","Shadow","null","Wraith","","2025-03-13 13:22:37.132503","Skirmish","Event"
"2207","1U280","•Tower Lieutenant","https://lotrtcgwiki.com/wiki/_media/cards:lotr01280.jpg","1","1","U","280","Minion Orc","Each time this minion wins a skirmish , the Free Peoples player discards 2 cards at random from hand.","Sauron shows favour to those in his dungeons with the ambition to squeeze the information he needs from those caught spying out his borders.","4","10","3","Shadow","null","Sauron","","2025-03-13 13:14:35.062045","Orc","Minion"
"2540","3U116","Eregion Hills","https://lotrtcgwiki.com/wiki/_media/cards:lotr03116.jpg","3","3","U","116","Site","When the fellowship moves to Eregion Hills , add a burden .","","2","null","null","","null","","","2025-03-13 13:16:38.200745","null","Site"
"4111","11S231","Caras Galadhon","https://lotrtcgwiki.com/wiki/_media/cards:lotr11231.jpg","11","11","S","231","Site","Forest . No more than 1 minion can be assigned to each skirmish .","","2","null","null","","null","","","2025-03-13 13:28:35.282412","null","Site"
"2220","1U293","Halfling Deftness","https://lotrtcgwiki.com/wiki/_media/cards:lotr01293.jpg","1","1","U","293","Event ","Skirmish Exert a Hobbit to make him strength 3.","though they are inclined to be fat and do not hurry unnecessarily, they are nonetheless nimble anddeft in their movements.","0","null","null","Free People","null","Shire","","2025-03-13 13:14:40.372124","","Event"
"3596","8R27","•Smeagol, Slippery Sneak","https://lotrtcgwiki.com/wiki/_media/cards:lotr08027.jpg","8","8","R","27","Companion","Ringbound . To play, add a burden . Skirmish Add threats equal to the total vitality of the minions Smeagol is skirmishing to discard Smeagol. Regroup Discard Smeagol to take a Gollum minion from your discard pile into hand.","","0","3","4","Free People","6","Gollum","","2025-03-13 13:24:10.094641","null","Companion"
"3600","8C31","At His Command","https://lotrtcgwiki.com/wiki/_media/cards:lotr08031.jpg","8","8","C","31","Event Skirmish","Exert Aragorn to make an unbound companion with the Aragorn signet strength 1 for each threat you spot.","","1","null","null","Free People","null","Gondor","","2025-03-13 13:24:11.506266","Skirmish","Event"
"3598","8U29","Still Far Ahead","https://lotrtcgwiki.com/wiki/_media/cards:lotr08029.jpg","8","8","U","29","Event Fellowshiporregroup","Spot Smeagol to play the fellowship 's next site replacing opponent's site if necessary. The Shadow number of the fellowship 's next site is 1 until the end of the turn.","","0","null","null","Free People","null","Gollum","","2025-03-13 13:24:10.872192","Fellowship or Regroup","Event"
"2419","2P121","•Gimli, Dwarf of the Mountain-race","https://lotrtcgwiki.com/wiki/_media/cards:lotr02121.jpg","2","2","P","121","Companion Dwarf","Damage 1 . Each underground site's Shadow number is 2.","'In the ruins of the Dwarves, a dwarf's head will be less easy to bewilder than Elves or Men or Hobbits.'","2","6","3","Free People","6","Dwarven","","2025-03-13 13:15:56.676117","Dwarf","Companion"
"4604","13RF13","•Theoden, The Renowned","https://lotrtcgwiki.com/wiki/_media/cards:lotr13f13.jpg","13","13","RF","13","Companion Man","While you can spot Eowyn, Theoden is defender 1 . While you can spot Eomer, Theoden is damage 1 . While you can spot Theodred, the move limit is 1.","","3","7","3","Free People","7","Rohan","","2025-03-13 13:33:08.050801","Man","Companion"
"3603","8C34","•Faramir, Defender of Osgiliath","https://lotrtcgwiki.com/wiki/_media/cards:lotr08034.jpg","8","8","C","34","Companion Man","Knight . When you play Faramir except in your starting fellowship , you may reveal the top 10 cards of your draw deck . You may play a knight revealed. Shuffle your draw deck .","","3","7","3","Free People","6","Gondor","","2025-03-13 13:24:12.52224","Man","Companion"
"3605","8R36","•Garrison of Gondor","https://lotrtcgwiki.com/wiki/_media/cards:lotr08036.jpg","8","8","R","36","Companion Man","Archer . Knight . To play, spot 3 Gondor companions . While you can spot a fortification , Garrison of Gondor is defender 1 .","","3","8","3","Free People","6","Gondor","","2025-03-13 13:24:13.336314","Man","Companion"
"3606","8R37","•Imrahil, Prince of Dol Amroth","https://lotrtcgwiki.com/wiki/_media/cards:lotr08037.jpg","8","8","R","37","Companion Man","Knight . To play, spot a knight . Each time Imrahil wins a skirmish , you may exert 2 minions .","","3","7","3","Free People","6","Gondor","","2025-03-13 13:24:13.791383","Man","Companion"
"5066","18R28","Countless Cords","https://lotrtcgwiki.com/wiki/_media/cards:lotr18028.jpg","18","18","R","28","Event Skirmish","Spot Shelob to make a minion strength 1 for each threat you can spot.","","2","null","null","Shadow","null","Gollum","","2025-03-13 13:37:18.653682","Skirmish","Event"
"5086","18R48","•Faramir, Captain of Ithilien","https://lotrtcgwiki.com/wiki/_media/cards:lotr18048.jpg","18","18","R","48","Companion Man","Ranger . Hunter 2 . If Faramir is in your starting fellowship , his twilight cost is 1. Maneuver Exert Faramir to heal another companion with resistance 5 or more.","","3","7","3","Free People","7","Gondor","","2025-03-13 13:37:29.683945","Man","Companion"
"5085","18R47","•Elendil's Army","https://lotrtcgwiki.com/wiki/_media/cards:lotr18047.jpg","18","18","R","47","Follower","Aid  Exert a Gondor companion . At the start of the maneuver phase , you may exert a Gondor companion to transfer this to a companion .","","0","2","null","Free People","null","Gondor","","2025-03-13 13:37:29.096608","null","Follower"
"3093","6R30","•Gandalf, Mithrandir","https://lotrtcgwiki.com/wiki/_media/cards:lotr06030.jpg","6","6","R","30","Companion Wizard","Damage 1 . Each time the fellowship moves, wound Gandalf.","'TheDark Lordhas Nine. But we have One, mightier than theythe White Rider. He has passed through the fire and the abyss, and they shall fear him.'","4","10","4","Free People","6","Gandalf","","2025-03-13 13:20:36.352839","Wizard","Companion"
"1931","1R16","•Greatest Kingdom of My People","https://lotrtcgwiki.com/wiki/_media/cards:lotr01016.jpg","1","1","R","16","Condition   ","Tale . Exert a Dwarf to play this condition . Plays to your support area . Each time your opponent plays an Orc, that player discards the top card of his or her draw deck .","'With golden roof and silver floor  And runes of power upon the door.'","0","null","null","Free People","null","Dwarven","","2025-03-13 13:12:49.716856","","Condition"
"5087","18C49","•Faramir's Company","https://lotrtcgwiki.com/wiki/_media/cards:lotr18049.jpg","18","18","C","49","Follower","Aid  Add a threat . At the start of the maneuver phase , you may add a threat to transfer this to a companion . When you attach this card to a companion , spot a Gondor possession to heal that companion .","","1","null","null","Free People","null","Gondor","","2025-03-13 13:37:30.344464","null","Follower"
"3418","7C220","War Long Planned","https://lotrtcgwiki.com/wiki/_media/cards:lotr07220.jpg","7","7","C","220","Event Skirmish","Make a Wraith Orc strength 2 or 4 if you spot 2 wounds on the Ringbearer .","","1","null","null","Shadow","null","Wraith","","2025-03-13 13:22:53.559008","Skirmish","Event"
"5092","18R54","•Isildur, Sword-Bearer","https://lotrtcgwiki.com/wiki/_media/cards:lotr18054.jpg","18","18","R","54","Companion Man","Knight . Each time Isildur loses a skirmish , exert a companion . Each time Isildur wins a skirmish , heal a companion .","","2","7","3","Free People","1","Gondor","","2025-03-13 13:37:33.105716","Man","Companion"
"2294","1M2","The Lord of the Rings, Trading Card Game","https://lotrtcgwiki.com/wiki/_media/cards:lotr01m02.jpg","1","1","M","2","","","","null","null","null","Shadow","null","Moria","","2025-03-13 13:15:08.862108","null",""
"4585","13U188","Courtyard Parapet","https://lotrtcgwiki.com/wiki/_media/cards:lotr13188.jpg","13","13","U","188","Site","Dwelling . When the fellowship moves to this site, the first Shadow player may discard 2 cards from hand to add a burden .","","0","null","null","","null","","","2025-03-13 13:32:56.913608","null","Site"
"1756","0P13","•Legolas, Greenleaf","https://lotrtcgwiki.com/wiki/_media/cards:lotr00013.jpg","0","0","P","13","Companion Elf","Archer . Archery Exert Legolas to wound a minion  Legolas does not add to the fellowship archery total.","","2","6","3","Free People","6","Elven","","2025-03-13 13:11:50.160055","Elf","Companion"
"5145","18R107","•Fredegar Bolger, Fatty","https://lotrtcgwiki.com/wiki/_media/cards:lotr18107.jpg","18","18","R","107","Companion Hobbit","While the fellowship is in region 1 and you can spot 2 other Shire companions , Fredegar Bolger is strength 3.","","1","3","3","Free People","7","Shire","","2025-03-13 13:38:05.381953","Hobbit","Companion"
"5097","18R59","•Watcher at Sarn Ford, Ranger of the North","https://lotrtcgwiki.com/wiki/_media/cards:lotr18059.jpg","18","18","R","59","Companion Man","Ranger . Skirmish Exert a Gondor Man with a resistance 6 or more to make that Man strength 3.","","2","5","3","Free People","8","Gondor","","2025-03-13 13:37:35.559247","Man","Companion"
"5090","18R52","•Gondorian Servant, Denethor's Handman","https://lotrtcgwiki.com/wiki/_media/cards:lotr18052.jpg","18","18","R","52","Follower","Aid  1 . At the start of the maneuver phase , you may add 1 to transfer this to a companion . Each time you attach this to a companion , except a Gondor Man, add 4 .","","0","null","null","Free People","3","Gondor","","2025-03-13 13:37:31.698269","null","Follower"
"4700","15R64","•Madril, Defender of Osgiliath","https://lotrtcgwiki.com/wiki/_media/cards:lotr15064.jpg","15","15","R","64","Companion Man","Ranger . Hunter 1 . While you can spot 2 Gondor rangers, Madril is twilight cost 2. At the start of the maneuver phase , each minion is site number 1 for each threat you can spot until the start of the regroup phase .","","2","5","3","Free People","6","Gondor","","2025-03-13 13:33:58.505341","Man","Companion"
"1924","1C11","•Farin, Dwarven Emissary","https://lotrtcgwiki.com/wiki/_media/cards:lotr01011.jpg","1","1","C","11","Companion Dwarf","To play, spot a Dwarf. While skirmishing an Orc, Farin is strength 2.","Among the envoys sent to represent the Dwarves of Erebor atthe Council of Elrondwas Farin, a young but wise Dwarf, and afiercefoe in battle.","2","5","3","Free People","6","Dwarven","","2025-03-13 13:12:47.570533","Dwarf","Companion"
"1996","1C78","Mysterious Wizard","https://lotrtcgwiki.com/wiki/_media/cards:lotr01078.jpg","1","1","C","78","Event ","Spell . Skirmish Make Gandalf strength 2 or 4 if there are 4 or fewer burdens on the Ringbearer .","'there are older and fouler things than Orcs in the deep places of the world.'","2","null","null","Free People","null","Gandalf","","2025-03-13 13:13:16.603446","","Event"
"5091","18R53","•Horn of Boromir, The Great Horn","https://lotrtcgwiki.com/wiki/_media/cards:lotr18053.jpg","18","18","R","53","Possession    ","Bearer must be a Gondor Man. Maneuver Exert bearer and discard a follower from play to make bearer strength 4 until the regroup phase if bearer is Boromir, he is also defender 1 and cannot be overwhelmed unless his strength is tripled.","","0","null","null","Free People","1","Gondor","","2025-03-13 13:37:32.254818","","Possession"
"3934","11R57","•Boromir, Hero of Osgiliath","https://lotrtcgwiki.com/wiki/_media/cards:lotr11057.jpg","11","11","R","57","Companion Man","Knight . Each time Boromir wins a skirmish , you may heal a Gondor companion .","","3","7","3","Free People","5","Gondor","","2025-03-13 13:26:51.170625","Man","Companion"
"1999","1R81","Questions That Need Answering","https://lotrtcgwiki.com/wiki/_media/cards:lotr01081.jpg","1","1","R","81","Event ","Spell . Fellowship If the twilight pool has fewer than 3 twilight tokens , spot Gandalf to look at the top 4 cards of your draw deck . Take 2 of those cards into hand and discard the rest.","'There are some things that I must see to.'","3","null","null","Free People","null","Gandalf","","2025-03-13 13:13:18.617957","","Event"
"2502","3C78","Hide and Seek","https://lotrtcgwiki.com/wiki/_media/cards:lotr03078.jpg","3","3","C","78","Event ","Search . Skirmish Spot 2 Shire companions to make a Moria minion damage 1 .","'Which way shall we go?'","1","null","null","Shadow","null","Moria","","2025-03-13 13:16:25.011728","","Event"
"4862","16R5","•Spirit of Dread","https://lotrtcgwiki.com/wiki/_media/cards:lotr16005.jpg","16","16","R","5","Minion Wraith","Enduring . While you can spot another Wraith Wraith, wounds cannot be healed and burdens can not be removed except by Wraiths. Skirmish Exert Spirit of Dread to make another Wraith Wraith strength 1.","","7","14","3","Shadow","null","Wraith","","2025-03-13 13:35:28.133468","Wraith","Minion"
"4787","15C151","•Pippin, The Short One","https://lotrtcgwiki.com/wiki/_media/cards:lotr15151.jpg","15","15","C","151","Companion Hobbit","Each Shire follower is twilight cost 1. Skirmish minion , exert the Ringbearer to make Pippin strength 2.","","1","3","4","Free People","9","Shire","","2025-03-13 13:34:47.292885","Hobbit","Companion"
"4789","15U153","•Sam, Innocent Traveler","https://lotrtcgwiki.com/wiki/_media/cards:lotr15153.jpg","15","15","U","153","Companion Hobbit","Ringbound . While Sam bears the One Ring , he is resistance 4. Maneuver If Sam is bearing a follower , exert him to heal another Hobbit. Response If Frodo is killed, make Sam the Ringbearer .","","2","3","4","Free People","9","Shire","","2025-03-13 13:34:48.649381","Hobbit","Companion"
"4662","15R29","•Gandalf, Powerful Guide","https://lotrtcgwiki.com/wiki/_media/cards:lotr15029.jpg","15","15","R","29","Companion Wizard","To play, spot 2 Hobbits. Each time you play a spell , you may add a burden to wound a minion . At the start of each skirmish involving Gandalf, you may draw a card and then discard a card from your hand.","","4","8","4","Free People","7","Gandalf","","2025-03-13 13:33:36.939405","Wizard","Companion"
"4805","15C169","Seeking Uruk","https://lotrtcgwiki.com/wiki/_media/cards:lotr15169.jpg","15","15","C","169","Minion Urukhai","Fierce . Hunter 1 . While skirmishing a nonhunter character, this character is strength 1. During a fierce skirmish involving this minion , it is strength 1 for each hunter you can spot.","","3","7","2","Shadow","null","Urukhai","","2025-03-13 13:34:57.103357","Urukhai","Minion"
"1966","1R50","•Legolas, Greenleaf","https://lotrtcgwiki.com/wiki/_media/cards:lotr01050.jpg","1","1","R","50","Companion Elf","Archer . Archery Exert Legolas to wound a minion  Legolas does not add to the fellowship archery total.","'And I too will go with him,' said Legolas. 'It would be faithless now to say farewell.'","2","6","3","Free People","6","Elven","","2025-03-13 13:13:04.115288","Elf","Companion"
"4817","15U181","Later Than You Think","https://lotrtcgwiki.com/wiki/_media/cards:lotr15181.jpg","15","15","U","181","Event Shadow","Remove 2 threats to play a Nazgul. That Nazgul is twilight cost strength 2. until the start of the regroup phase .","","0","null","null","Shadow","null","Wraith","","2025-03-13 13:35:03.375202","Shadow","Event"
"4806","15R170","•Sentry Uruk","https://lotrtcgwiki.com/wiki/_media/cards:lotr15170.jpg","15","15","R","170","Minion Urukhai","To play, spot an Urukhai minion . While you can spot a fierce minion , this minion is fierce . While you can spot a hunter, this minion gains hunter 1 . While you can spot a character that is damage 1 , this minion is damage 1 .","","4","10","3","Shadow","null","Urukhai","","2025-03-13 13:34:57.413082","Urukhai","Minion"
"1913","1R1","•The One Ring, Isildur's Bane","https://lotrtcgwiki.com/wiki/_media/cards:lotr01001.jpg","1","1","R","1","The One Ring","Response If bearer is about to take a wound , he wears The One Ring until the regroup phase . While wearing The One Ring , each time the Ringbearer is about to take a wound , add 2 burdens instead.","theRingslipped from his fingers as he swam.","null","1","1","","null","","","2025-03-13 13:12:43.263804","null","The One Ring"
"2000","1C82","Risk a Little Light","https://lotrtcgwiki.com/wiki/_media/cards:lotr01082.jpg","1","1","C","82","Event ","Spell . Fellowship If the twilight pool has fewer than 2 twilight tokens , spot Gandalf to look at the top 2 cards of your draw deck . Take one into hand and discard the other.","'Let me risk a little more light.'","1","null","null","Free People","null","Gandalf","","2025-03-13 13:13:18.913667","","Event"
"2001","1R83","Servant of the Secret Fire","https://lotrtcgwiki.com/wiki/_media/cards:lotr01083.jpg","1","1","R","83","Event ","Spell . Skirmish Spot Gandalf to make a minion strength 3.","'I am aservant of the Secret Fire,wielder of the flameof Anor.You cannot pass.'","1","null","null","Free People","null","Gandalf","","2025-03-13 13:13:19.279191","","Event"
"2002","1R83T","Servant of the Secret Fire","https://lotrtcgwiki.com/wiki/_media/cards:lotr01083t.jpg","1","1","R","1","Event Skirmish","Spell . Skirmish Spot gandalf to make a minion strength 3.","'I am aservant of the Secret Fire,wielder of the flameof Anor.You cannot pass.'","1","null","null","Free People","null","Gandalf","","2025-03-13 13:13:19.556372","Skirmish","Event"
"2004","1C85","Strength of Spirit","https://lotrtcgwiki.com/wiki/_media/cards:lotr01085.jpg","1","1","C","85","Event ","Spell . Response If a companion is about to exert , spot Gandalf to place no token for that exertion.","'There are many powers in the world, for good or for evil. Some are greater than I am. Against some I have not yet been measured. But my time is coming.'","1","null","null","Free People","null","Gandalf","","2025-03-13 13:13:20.238419","","Event"
"2005","1C86","Treachery Deeper Than You Know","https://lotrtcgwiki.com/wiki/_media/cards:lotr01086.jpg","1","1","C","86","Event ","Spell . Fellowship Spot Gandalf to reveal an opponent's hand.","'By foul craft, Saruman has crossed Orc with Goblin Men  he is breeding an army in theCaverns of Isengard.'","1","null","null","Free People","null","Gandalf","","2025-03-13 13:13:20.538596","","Event"
"1967","1R50T","•Legolas, Greenleaf","https://lotrtcgwiki.com/wiki/_media/cards:lotr01050t.jpg","1","1","R","1","Companion Elf","Archer . Archery Exert Legolas to wound a minion  Legolas does not add to the fellowship archery total.","'And I too will go with him,' said Legolas. 'It would be faithless now to say farewell.'","2","6","3","Free People","6","Elven","","2025-03-13 13:13:04.416429","Elf","Companion"
"2009","1R89T","•Aragorn, Ranger of the North","https://lotrtcgwiki.com/wiki/_media/cards:lotr01089t.jpg","1","1","R","1","Companion Man","Ranger . Exert Aragorn to make him Defender 1 until the regroup phase .","'Lonely men are we, Rangers of the wild,The hunters butThe huntersever of the servants of the Enemy.'","4","8","4","Free People","6","Gondor","","2025-03-13 13:13:22.184319","Man","Companion"
"2013","1R93","Arwen's Fate","https://lotrtcgwiki.com/wiki/_media/cards:lotr01093.jpg","1","1","R","93","Event ","Skirmish Exert Aragorn to make Arwen strength 3, or exert Arwen to make Aragorn strength 3.","For the love of a mortal Man,Arwen, daughter of Elrond, must forsake her Elven heritage, and give up forever her journey to the Undying Lands.","0","null","null","Free People","null","Gondor","","2025-03-13 13:13:23.642063","","Event"
"2221","1C294","Hobbit Appetite","https://lotrtcgwiki.com/wiki/_media/cards:lotr01294.jpg","1","1","C","294","Event ","Fellowship Add X to heal a Hobbit companion X times.","'What about Elevenses, Luncheon, Afternoon Tea and Supper  he knows about them, doesn't he?'","0","null","null","Free People","null","Shire","","2025-03-13 13:14:40.70718","","Event"
"3794","10U44","High Vantage","https://lotrtcgwiki.com/wiki/_media/cards:lotr10044.jpg","10","10","U","44","Event Shadow","Until the end of the assignment phase, each time a Southron is about to take a wound , prevent that.","","1","null","null","Shadow","null","Raider","","2025-03-13 13:25:31.231316","Shadow","Event"
"4811","15U175","Uruk Infantry","https://lotrtcgwiki.com/wiki/_media/cards:lotr15175.jpg","15","15","U","175","Minion Urukhai","Damage 1 . While you can spot a companion of strength 10 or more, this minion is strength 2. Regroup Exert 4 Urukhai minions or discard 3 Urukhai minions  to take control of a site.","","3","8","3","Shadow","null","Urukhai","","2025-03-13 13:35:00.236586","Urukhai","Minion"
"3894","11C19","Farewell to Lorien","https://lotrtcgwiki.com/wiki/_media/cards:lotr11019.jpg","11","11","C","19","Event Fellowship","Spot an Elf to heal each companion who has resistance 5 or more.","","3","null","null","Free People","null","Elven","","2025-03-13 13:26:28.708099","Fellowship","Event"
"3878","11U3","Axe of Khazad-dum","https://lotrtcgwiki.com/wiki/_media/cards:lotr11003.jpg","11","11","U","3","Possession    Hand Weapon","Bearer must be a Dwarf. While bearer is at a mountain site, he is damage 1 .","","1","2","null","Free People","null","Dwarven","","2025-03-13 13:26:14.481588","Hand Weapon","Possession"
"4582","13U185","Abandoned Mine Shaft","https://lotrtcgwiki.com/wiki/_media/cards:lotr13185.jpg","13","13","U","185","Site","Underground . If this site is not in region 1 when the fellowship moves from here during the regroup phase , add a burden .","","0","null","null","","null","","","2025-03-13 13:32:55.407993","null","Site"
"3875","11R1","•The One Ring, The Ring of Rings","https://lotrtcgwiki.com/wiki/_media/cards:lotr11001.jpg","11","11","R","1","The One Ring","Response If the Ringbearer is about to take a wound , he or she wears The One Ring until the regroup phase . While the Ringbearer is wearing The One Ring , each time he or she is about to take a wound , add a burden instead.","","null","null","null","","2","","","2025-03-13 13:26:13.039524","null","The One Ring"
"3876","11R1T","•The One Ring, The Ring of Rings","https://lotrtcgwiki.com/wiki/_media/cards:lotr11001t.jpg","11","11","R","1","The One Ring","Response If the Ringbearer is about to take a wound , he or she wears The One Ring until the regroup phase . While the Ringbearer is wearing The One Ring , each time he or she is about to take a wound , add a burden instead.","","null","null","null","","2","","","2025-03-13 13:26:13.398353","null","The One Ring"
"3877","11S2","•The One Ring, The Ruling Ring","https://lotrtcgwiki.com/wiki/_media/cards:lotr11002.jpg","11","11","S","2","The One Ring","Response If the Ringbearer is about to take a wound in a skirmish , he or she wears The One Ring until the regroup phase . While the Ringbearer is wearing The One Ring , each time he or she is about to take a wound in a skirmish , add a burden instead.","","null","1","null","","null","","","2025-03-13 13:26:13.75459","null","The One Ring"
"2487","3C63","One of You Must Do This","https://lotrtcgwiki.com/wiki/_media/cards:lotr03063.jpg","3","3","C","63","Event ","Maneuver Exert an Isengard minion to make the Free Peoples player exert X companions , where X is the number of these races you can spot in the fellowship Dwarf, Elf, Man, and Wizard .","'And if we fail, what then? What happens when Sauron takes back what is his?'","1","null","null","Shadow","null","Isengard","","2025-03-13 13:16:19.626698","","Event"
"2924","4U363","Palantir Chamber","https://lotrtcgwiki.com/wiki/_media/cards:lotr04363.jpg","4","4","U","363","Site","Shadow Remove 2 burdens to play a minion from your discard pile .","","9","null","null","","null","","","2025-03-13 13:19:33.366029","null","Site"
"2543","3U119","House of Elrond","https://lotrtcgwiki.com/wiki/_media/cards:lotr03119.jpg","3","3","U","119","Site","Sanctuary . When the fellowship moves to House of Elrond , the Free Peoples player may spot 2 Elves to remove a burden .","","0","null","null","","null","","","2025-03-13 13:16:39.405201","null","Site"
"2544","3U120","Wastes of Emyn Muil","https://lotrtcgwiki.com/wiki/_media/cards:lotr03120.jpg","3","3","U","120","Site","Maneuver Spot 4 companions and exert your Isengard Orc to make the Free Peoples player wound a companion .","","9","null","null","","null","","","2025-03-13 13:16:39.723143","null","Site"
"3076","6U13","•Arwen, Evenstar of Her People","https://lotrtcgwiki.com/wiki/_media/cards:lotr06013.jpg","6","6","U","13","Companion Elf","Skirmish Exert an Elf to make a minion skirmishing Arwen strength 1.","'If you trust nothing else, trust this trust us.'","2","6","3","Free People","6","Elven","","2025-03-13 13:20:29.050331","Elf","Companion"
"2533","3C109","Meant to Be Alone","https://lotrtcgwiki.com/wiki/_media/cards:lotr03109.jpg","3","3","C","109","Event ","Fellowship Spot a Hobbit companion except the Ringbearer  to reveal a card at random from an opponent's hand. Remove X, where X is the twilight cost of the card revealed.","'You are aRingbearer, Frodo to bear aRingof Power is to be alone.'","1","null","null","Free People","null","Shire","","2025-03-13 13:16:35.501075","","Event"
"2481","3U57","Isengard Retainer","https://lotrtcgwiki.com/wiki/_media/cards:lotr03057.jpg","3","3","U","57","Minion Orc","Regroup Exert this minion to make the Free Peoples player wound a companion .","'the Eagles of themountainwent far and wide, and they saw many things the gathering of wolves and the mustering of Orcs.'","4","8","3","Shadow","null","Isengard","","2025-03-13 13:16:17.301725","Orc","Minion"
"2554","4C5","Burn Every Village","https://lotrtcgwiki.com/wiki/_media/cards:lotr04005.jpg","4","4","C","5","Event ","Skirmish Make a Dunland Man strength 2 or 4 if you control a site.","'Take your rabble through the Westemnet take back the lands they stole from you.'","0","null","null","Shadow","null","Dunland","","2025-03-13 13:16:43.148945","","Event"
"2018","1U97","•Boromir, Son of Denethor","https://lotrtcgwiki.com/wiki/_media/cards:lotr01097.jpg","1","1","U","97","Companion Man","Skirmish Exert Boromir to make a Hobbit strength 3.","'Long has my father, the Steward of Gondor, held theforces of Mordorat bay  by the blood of our people are the lands of otherskept safe.'","3","7","3","Free People","6","Gondor","","2025-03-13 13:13:25.31063","Man","Companion"
